"Address","Tags"
"Республика Мордовия, Атяшевский р-н, рп Атяшево, мкр 1-й, д. 10","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 42","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Веселовского д. 27А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Дорофеева д. 11 кв. помещ №1","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address', 'not_address']"
"Мордовия Респ, р-н. Чамзинский, с. Мичурино, ул. Пролетарская, д. 15","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Лодыгина, д. 4","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Атяшево Улица Молодежная д. 17","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Село Чукалы Улица Советская д. 46","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Ардатовский р-н, г Ардатов, пер Луначарского, д. бн","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address']"
"Республика Мордовия, Поселок Первомайский (Краснопресненское с/п), ул Победы, д. 11","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'subarea_name', 'subarea_type', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, рп Ялга, ул Пионерская, д. 10","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атюрьевский Деревня Барановка д. 72","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Волгоградская д. 83","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Ленина, д. 55","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Ардатовский р-н, д. 50a","['subject_type', 'subject_name', 'area_name', 'area_type', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Кооперативная, д. 25","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Село Старое Синдрово, ул Ленина, д. 189","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Карла Маркса, д. 20а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ш Лямбирское, д. 15","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Чамзинский Село Киржеманы Улица К.Маркса д. 30","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Большеберезниковский р-н, с Большие Березники, ул Ленина, д. 95","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Рузаевский р-н, г Рузаевка, ул Эстакад, д. Май (23)","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'not_address', 'house_number']"
"Республика Мордовия, г Саранск, ул Демократическая, д. 12","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Саранск р-н, г Саранск, ул Демократическая, д. 14","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Большеигнатовский Село Чукалы Улица Садовая д. 16","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Коваленко, д. 53 (2)","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address']"
"Республика Мордовия, г Саранск, ул Веселовского, д. 42/1","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атюрьевский Село Каменка Улица Новая д. 11/1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Большевистская, д. 117","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский, Рабочий Поселок Зубова Поляна, ул Спортивная, д. 49","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Старошайговский Село Старая Теризморга Улица Пролетарская д. 3","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Большеберезниковский Поселок Красная Поляна","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name']"
"Республика Мордовия, Краснослободский р-н, г Краснослободск, мкр 3-й, д. бн","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address']"
"Республика Мордовия, Деревня Пичинейка, ул Комсомольская, д. 2","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Лямбирский р-н, с Атемар, ул Центральная, д. 7А","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Темниковский Деревня Песочное Канаково Улица Мордовская д. 41","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Коваленко д. 60","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Степана Разина, д. 17А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Россия, Республика Мордовия, Саранск, Энергетическая улица, д. 34","['country', 'subject_type', 'subject_name', 'city_name', 'street_name', 'street_type', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Попова, д. 41","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Чамзинский р-н, рп Комсомольский, ул Заречная, д. 2А","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Косарева, д. 39а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Вечерлей Улица Ленина д. 14","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Темниковский р-н, г Темников, ул Гагарина, д. 78Д","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Атяшевский район пос. Пенькозавод ул. Заводская д22 22","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ковылкинский Село Волгапино Улица Советская д. 39","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Октябрьский р-н, г Саранск, ул Косарева, д. 50","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 60 лет Октября, д. 2/5","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Васенко, д. 36","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Торбеевский Село Лопатино Улица Центральная д. 49","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, п Озерный, снт СНТ Озерное, д. 293","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'not_address', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Дюрки Улица Комсомольская д. 19/1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул М.Расковой, д. 17а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 54/4","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Зубово-Полянский, рп. Умет, ул. Молодежная, д. 6","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт Ленина, д. 19","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 70 лет Октября, д. 198","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Инсарский Село Челмодеевский Майдан Улица Мичурина д. 1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Ковылкино, ул Фролова, д. 28","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Чамзинский Село Пичеуры Улица Нагорная д. 1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Теньгушевский Село Теньгушево Улица Муклецова д. 36","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Инсарский р-н, г Инсар, ул Транспортная, д. 1А","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Терешковой, д. 7","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Коваленко, д. 21","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атюрьевский Деревня Духонькино Улица Центральная д. 7","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Алово Улица М.Горького д. 49","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Федосеенко, д. 4а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Рузаевка, ул Ленина, д. 48","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Краснослободский р-н, г Краснослободск, пер Кировский, д. 78","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Старошайговский Село Мельцаны Улица Греческая д. 4","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Инсарский Город Инсар Улица Советская д. 67А","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Московская, д. 91","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Республиканская, д. 2а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский Село Ширингуши Улица Новая д. 18а","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Ульянова, д. 32","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Туполева д. 24 кв. пом 2","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address', 'not_address']"
"Мордовия Респ, р-н. Старошайговский, с. Мельцаны, ул. Нагорная, д. 5","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Рабочий Поселок Зубова Поляна, ул Садовая, д. 40","['subject_type', 'subject_name', 'settlement_type', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ромодановский Село Трофимовщина Улица Ленина д. 36","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Лямбирский р-н, с Атемар, ул Центральная, д. 64","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Город Ардатов Улица Полевая д. 12","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Строительная, д. 11б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский Село Выша Улица Советская д. 74","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Разъезд Пишля, ПОДГОРНАЯ, д. 63","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Дубенский Село Пуркаево Улица Пуркаева д. 49","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Советская, д. В","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Респ Мордовия, поселок Первомайский (Краснопресненское с/п)","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'subarea_name', 'subarea_type']"
"Республика Мордовия, Район Краснослободский Село Селищи Улица Молодежная д. 6","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Краснослободский, с. Слободские Дубровки, ул. Коммунистическая, д. 19","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Коммунистическая, д. 32А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Солнечная д. 13","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Воинова, д. 3А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Инсарский р-н, г Инсар, ул Гагарина, д. 19","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Рабочая, д. 115","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Рузаевский р-н, г Рузаевка, ул Петрова, д. по улице Петрова (77)","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'not_address', 'not_address', 'not_address', 'house_number']"
"Мордовия Респ, р-н. Большеигнатовский, с. Старые Селищи, ул. Кооперативная, д. 14","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ичалковский Деревня Малые Ичалки Улица Лесная д. 21","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Торбеевский Поселок Красноармейский Улица Заводская 2-я д. 4/1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Лямбирский Село Атемар Улица Центральная д. 25","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ковылкинский Село Шадым Улица Центральная д. 49А","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Севастопольская, д. 1","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Город Ардатов Улица Полевая д. 59","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Чукалы Улица Садовая д. 28","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Селищи Улица Молодежная д. 8","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Ельниковский р-н, с/п Ельниковское, п Свободный, ул Свободная, д. 8","['subject_type', 'subject_name', 'area_name', 'area_type', 'subarea_type', 'subarea_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Село Козловка, ул Федосеенко, д. 24","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Большеберезниковский Село Косогоры Улица Ленина д. 78","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Чамзинский, с. Киржеманы, ул. Ленина, д. 1","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Рузаевский, Село Левжа, ул Октябрьская, д. 167","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Эстакад, д. МАЙ","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'not_address']"
"Республика Мордовия, г Рузаевка, ул Карла Маркса, д. 8","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Победы, д. 20/1","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Город Ардатов Улица Садовая д. 6","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Степана Разина, д. 23а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Дубенский Село Поводимово д. 145","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Торбеевский, ул Московка, д. 4А","['subject_type', 'subject_name', 'area_type', 'area_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Переходная, д. 8","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Рабочая, д. 100а (1)","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address']"
"Республика Мордовия, Район Старошайговский Село Мельцаны Улица Ремесленная 2 д. 6","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Тухачевского, д. 260","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 60 лет Октября, д. 1","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Россия, Республика Мордовия, Рузаевка, улица Павлика Морозова, д. 1","['country', 'subject_type', 'subject_name', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Россия, Республика Мордовия, Саранск, Солнечная улица, д. 31","['country', 'subject_type', 'subject_name', 'city_name', 'street_name', 'street_type', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Павлова, д. 33","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 5А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Заречное Улица Рабочая д. 52","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Лямбирский, Поселок Чекаевский, д. 89","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Победы, д. 25/4","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Веселовского, д. 1б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Тухачевского, д. 60","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Инсарский р-н, г Инсар, ул Московская, д. 93а","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Волгоградская, д. 106 (2)","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address']"
"Республика Мордовия, г Саранск, рп Ялга, ул Школа-интернат, д. 3","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Ковылкинский, с. Кочелаево, ул. Набережная, д. 34","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Темниковский, д. Алексеевка, ул. Центральная, д. 31","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Рузаевский Деревня Акшенас Улица Луговая д. 6 к. А","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address']"
"Республика Мордовия, Район Дубенский Село Николаевка Улица Большая д. 381","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Теньгушевский Село Старая Качеевка Улица Центральная д. 8","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Мордовские Полянки Улица Полежаева д. 54 офис 2","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address']"
"Республика Мордовия, Район Чамзинский Село Медаево Улица Гагарина д. 46","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Рузаевка Улица Левженская д. 25 к. Б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address']"
"Республика Мордовия, г Саранск, п Озерный, снт СНТ Озерное, д. 618","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'not_address', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Лямбирский Село Лопатино Улица Центральная д. 2","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
